,PacketsSent,PacketsSentFLC,PacketsSentRO,PacketsReceived,PacketsReceivedFLC,PacketsReceivedRO,PacketsLost(%),PacketsLostFLC(%),PacketsLostRO(%),Jitter,JitterFLC,JitterRO,Latency,LatencyFLC,LatencyRO,PowerConsumed(W),PowerConsumedFLC(W),PowerConsumedRO(W)
T1,856.0,820.0,827.0,853.0,812.0,816.0,0.35046728971962615,0.975609756097561,1.3301088270858525,0.0060451598550630495,0.00567553613754085,0.005648085850417601,0.0117024264717085,0.0110174259662605,0.02287847625309533,1.5242862092533755,1.0197329964494164,1.0199516774627928
T2,859.0,953.0,867.0,848.0,940.0,848.0,1.280558789289872,1.3641133263378804,2.1914648212226067,0.015431239128537003,0.017779384781922,0.022478374644072,0.04671299152840701,0.0467409023931925,0.08349068632939866,1.5603068842546672,1.0459754089497495,1.0427931316298327
T3,2467.0,2582.0,2446.0,2425.0,2529.0,2382.0,1.7024726388325901,2.0526723470178156,2.616516762060507,0.023801709989222996,0.024604275397926,0.020907620695517663,0.0897825885354635,0.0935996957456095,0.13309997534550766,1.6490743945588746,1.1012413638819585,1.095787614963291
T4,3202.0,3457.0,3255.0,3165.0,3395.0,3220.0,1.155527795128045,1.7934625397743709,1.075268817204301,0.023101605687288,0.02598677645487,0.020027417698945334,0.1321476670983705,0.14061106422091502,0.17845947651115168,1.6935584967567499,1.136241708949793,1.127924977463251
T5,6095.0,6442.0,6271.0,6031.0,6330.0,6110.0,1.0500410172272354,1.7385904998447688,2.5673736246212724,0.0242346261948465,0.0284344884968535,0.020936965796273663,0.22203076438174,0.26437127188483,0.2881078159372267,1.843035800925793,1.236050039058542,1.2264535274632502
T6,20006.0,19276.0,17879.0,19240.0,18639.0,17269.0,3.828851344596621,3.3046275160821748,3.4118239275127245,0.0113510235623589,0.01124960211750305,0.016950414941236433,0.203925009862245,0.19083128815211498,0.148421902857199,1.869978817503333,1.2443404955172506,1.2236565691220826
T7,36799.0,35542.0,38467.0,36601.0,35360.0,37966.0,0.5380580994048751,0.5120702267739575,1.3024150570618973,0.007870488770870751,0.0064872262820688,0.004888219816316266,0.20890550022382498,0.2021580842326,0.28645013251224666,1.915419430302209,1.2937213983166658,1.3190684575657088
T8,38916.0,40470.0,42175.0,38414.0,40027.0,41413.0,1.2899578579504574,1.0946380034593526,1.8067575577949022,0.0057658541137142,0.00668673092951665,0.004304194299622833,0.24110626033841998,0.23166778693943502,0.3120532712234366,1.9097540732992095,1.3147034843784164,1.328708637251583
T9,25605.0,28650.0,26232.0,25507.0,27634.0,25678.0,0.3827377465338801,3.5462478184991273,2.1119243671851176,0.02092160123963985,0.02324308616256775,0.015109908697419934,0.12395984674410601,0.139883372949446,0.26310769121958766,1.7790911003696257,1.214595509543625,1.202226983851917
T10,37070.0,37277.0,31089.0,36188.0,35178.0,30450.0,2.3792824386296196,5.630817930627464,2.055389366013703,0.0174123233563801,0.027480162179813347,0.013009554748790668,0.16011265658417953,0.163834968015265,0.27612463726240694,1.893829996792916,1.2723540575570838,1.2389999248324577
