,PacketsSent,PacketsSentFLC,PacketsSentRO,PacketsReceived,PacketsReceivedFLC,PacketsReceivedRO,PacketsLost(%),PacketsLostFLC(%),PacketsLostRO(%),Jitter,JitterFLC,JitterRO,Latency,LatencyFLC,LatencyRO,PowerConsumed(W),PowerConsumedFLC(W),PowerConsumedRO(W)
T1,1259.0,1314.0,1179.0,1252.0,1307.0,970.0,0.5559968228752978,0.532724505327245,17.726887192536047,0.006021878337925228,0.0074505735500100005,0.007336736997411262,0.01160089901489835,0.022717320449779803,0.013791618571367887,4.557584210840294,2.5512237475612967,2.567546370889204
T2,1690.0,1775.0,1742.0,1682.0,1756.0,1285.0,0.47337278106508873,1.0704225352112675,26.234213547646384,0.006787964499747686,0.005259661064255081,0.00722745287896185,0.0137605722258645,0.020709061235110956,0.018287959485661413,4.571533291625167,2.5566648003152066,2.570224118125081
T3,3997.0,4192.0,4215.0,3930.0,4139.0,3345.0,1.676257192894671,1.2643129770992367,20.640569395017792,0.009817646636149441,0.010784323919324625,0.007966401662590439,0.025716642262725,0.0396924851460875,0.03052409724580163,4.620351184848085,2.5885284838287967,2.59917922814437
T4,5046.0,4810.0,5073.0,4960.0,4705.0,3371.0,1.7043202536662703,2.182952182952183,33.55016755371575,0.013617839149860016,0.00829760934178186,0.008452308903947086,0.033383084215954276,0.05907926872394794,0.03246287658751358,4.662324405606375,2.6143706968058797,2.604118088721293
T5,12997.0,13072.0,12392.0,12650.0,12743.0,9144.0,2.6698468877433252,2.516829865361077,26.21045836023241,0.010808034848998586,0.02085370858858182,0.021595907896117063,0.06501790632546488,0.09206888918232654,0.068368429382032,4.882016030536958,2.732880590710624,2.6977523115314095
T6,20096.0,20428.0,18838.0,19100.0,19422.0,12405.0,4.9562101910828025,4.92461327589583,34.149060409809955,0.017363554349487782,0.008266556206592574,0.018550615709049704,0.07053702514373636,0.1006795834145267,0.05942168444398266,4.944371813706789,2.8104361552774586,2.733561416001794
T7,51775.0,51023.0,52285.0,49288.0,48708.0,36930.0,4.803476581361661,4.537169511788801,29.36788753944726,0.2459085752609315,0.0181618813959358,0.0128170312733525,0.26444820550863374,0.17532264233635497,0.14110422517784998,5.380626571688879,3.038839123936835,2.9288334822569215
T8,38126.0,41098.0,41148.0,37142.0,39920.0,20578.0,2.58091591040235,2.8663195289308483,49.99027899290366,0.016313678819157025,0.025987315195847183,0.016931216026539814,0.08551785582897287,0.12895170106071102,0.06132826653782828,4.984046544384671,2.8408862252861655,2.696346216611202
T9,77169.0,79493.0,74861.0,74421.0,76235.0,48792.0,3.5610154336585933,4.098474079478696,34.82320567451677,0.01912703083396716,0.08024609174029831,0.01394639535531637,0.20415151586074728,0.26521839738520164,0.1693645736245923,5.521837029544793,3.2090755293960003,2.9773929433131268
T10,67639.0,67319.0,63993.0,64614.0,64757.0,31734.0,4.47227191413238,3.8057606322137882,50.410201115747036,0.014710489083379198,0.032812025295378036,0.03515849042854635,0.12309612089261243,0.13399379646617043,0.07260986435159715,5.2783938122079155,3.086858062633216,2.7650253327166636
