ID  RSSI  Neighbors  Sources  Throughput
66 -79.6143 2 1 0
136 0 3 -1 0
206 -78.0387 3 1 0
276 0 3 -1 0
346 -76.3481 2 0 0
416 -78.7929 3 0 0
486 -79.3869 4 1 0
556 -81.4228 4 0 0
626 -75.0868 4 0 0
696 -80.7799 3 0 0
766 -77.5944 2 0 0
836 0 3 -1 0
3846 0 3 -1 0
4007 -80.1264 3 0 0
4168 -78.6007 2 1 0
66 -79.5241 2 2 0
136 -75.5795 3 0 0
206 -78.0387 3 1 0
276 -79.3102 3 2 0
346 -78.4079 2 1 0
416 -77.9168 3 3 0
486 -79.3869 4 1 0
556 -78.4277 4 1 0
626 -75.0868 4 0 0
696 -79.6536 3 2 0
766 -77.5944 2 0 0
836 -79.2213 3 2 0
3846 -79.2364 3 2 0
4007 -79.104 3 2 0
4168 -78.6007 2 1 0
66 -79.5241 1 2 1.6891
136 -75.5795 3 0 0
206 -78.0387 3 1 0
276 -79.3102 3 2 0
346 -78.4079 2 1 0
416 -77.9168 2 3 7.38686
486 -79.3869 3 1 0
556 -78.4277 4 1 6.5463
626 -75.0868 3 0 0
696 -79.6536 3 2 7.917
766 -77.5944 1 0 0
836 -79.2213 2 2 0.870278
3846 -79.2364 2 2 8.09149
4007 -79.104 3 2 0
4168 -78.6007 1 1 20.2802
66 -79.5241 2 2 1.34739
136 -75.5795 3 0 0
206 -78.0387 3 1 0
276 -79.3102 3 2 0
346 -78.4079 2 1 0
416 -77.9168 3 3 5.20553
486 -79.3869 4 1 0
556 -78.4277 4 1 53.5705
626 -75.0868 4 0 0
696 -79.6536 3 2 5.73793
766 -77.5944 2 0 0
836 -79.2213 3 2 0.72035
3846 -79.2364 3 2 47.7579
4007 -79.104 3 2 0
4168 -78.6007 2 1 14.7207
66 -79.5241 1 2 1.04451
206 -78.0387 2 1 4.21501
276 -79.3102 3 2 0
346 -78.4079 2 1 1.04993
416 -77.9168 3 3 11.9496
486 -79.3869 2 1 0
556 -78.4277 4 1 62.7251
626 -75.0868 4 0 0
696 -79.6536 3 2 7.72701
766 -77.5944 1 0 0
836 -79.2213 3 2 0.510804
3846 -79.2364 2 2 50.1897
4007 -79.104 3 2 0.517959
4168 -78.6007 2 1 23.4412
66 -79.5241 1 2 0.848256
206 -78.0387 2 1 9.93117
276 -79.3102 3 2 0
346 -78.4079 2 1 0.846264
416 -77.9168 3 3 9.52794
486 -79.3869 3 1 0
556 -78.4277 4 1 67.6334
626 -75.0868 4 0 0
696 -79.6536 3 2 6.53761
766 -77.5944 2 0 0
836 -79.2213 3 2 0.439705
3846 -79.2364 3 2 41.6709
4007 -79.104 3 2 0.46571
4168 -78.6007 2 1 38.4947
66 -79.5241 1 2 0.733074
206 -78.0387 1 1 9.40771
276 -79.3102 2 2 0
346 -78.4079 2 1 1.08757
416 -77.9168 3 3 25.6584
486 -79.3869 2 1 0
556 -78.4277 3 1 60.8612
626 -75.0868 3 0 0
696 -79.6536 3 2 6.72977
766 -77.5944 2 0 0
836 -79.2213 2 2 0.387224
3846 -79.2364 2 2 35.1326
4007 -79.104 1 2 0.36674
4168 -78.6007 2 1 64.0057
66 -79.5241 1 2 0.628457
206 -78.0387 2 1 8.28718
276 -79.3102 2 2 0
346 -78.4079 2 1 0.939269
416 -77.9168 3 3 99.9915
486 -79.3869 3 1 0
556 -78.4277 4 1 57.1322
626 -75.0868 4 0 0
696 -79.6536 3 2 5.64558
766 -77.5944 2 0 0
836 -79.2213 3 2 0.317444
3846 -79.2364 3 2 32.0438
4007 -79.104 3 2 0.326157
4168 -78.6007 2 1 89.3369
66 -79.5241 1 2 0.560557
206 -78.0387 0 1 13.03
276 -79.3102 3 2 0
346 -78.4079 2 1 3.33994
416 -77.9168 2 3 129.998
486 -79.3869 2 1 0
556 -78.4277 3 1 51.128
626 -75.0868 0 0 0
696 -79.6536 3 2 5.85889
766 -77.5944 2 0 0
836 -79.2213 2 2 0.295617
3846 -79.2364 1 2 28.6175
4007 -79.104 3 2 0.285369
4168 -78.6007 2 1 91.4146
66 -79.5241 1 2 0.520851
206 -78.0387 2 1 21.3179
276 -79.3102 3 2 0
346 -78.4079 2 1 3.09472
416 -77.9168 3 3 126.05
486 -79.3869 3 1 0
556 -78.4277 4 1 44.9885
626 -75.0868 4 0 0
696 -79.6536 3 2 5.50274
766 -77.5944 2 0 0
836 -79.2213 3 2 0.25642
3846 -79.2364 3 2 39.5284
4007 -79.104 3 2 0.252625
4168 -78.6007 2 1 80.8703
66 -79.5241 0 2 0.458809
206 -79.0826 1 2 23.2271
346 -79.2209 1 2 3.94075
416 -77.9168 3 3 115.171
486 -79.3869 2 1 0
556 -78.4277 4 1 41.6027
626 -75.0868 2 0 0
696 -79.6536 3 2 6.80796
766 -77.5944 1 0 0
836 -79.2213 3 2 0.228144
3846 -79.2364 2 2 42.7727
4007 -79.104 3 2 0.230028
4168 -78.6007 1 1 82.0853
66 -79.5241 1 2 0.419107
206 -79.0826 1 2 22.034
346 -79.2209 1 2 3.68093
416 -77.9168 3 3 107.525
486 -79.3869 3 1 0
556 -78.4277 4 1 55.3529
626 -75.0868 3 0 0
696 -79.6536 3 2 6.72077
766 -77.5944 2 0 0
836 -79.2213 3 2 0.215639
3846 -79.2364 3 2 43.8051
4007 -79.104 3 2 0.210782
4168 -78.6007 2 1 74.2045
66 -79.5241 1 2 0.399621
206 -79.0826 1 2 22.2949
346 -79.2209 1 2 3.41348
416 -77.9168 3 3 106.145
486 -79.3869 3 1 0
556 -78.4277 4 1 53.9541
626 -75.0868 3 0 0
696 -79.6536 3 2 7.06462
766 -77.5944 2 0 0
836 -79.2213 3 2 0.202047
3846 -79.2364 3 2 41.7669
4007 -79.0354 3 2 0.196575
4168 -78.6007 2 1 74.9998
66 -79.5241 1 2 0.360585
206 -79.0826 1 2 20.3147
346 -79.2209 1 2 3.12988
416 -77.9168 3 3 99.4573
486 -79.3869 3 1 0
556 -78.4277 4 1 55.3872
626 -75.0868 3 0 0
696 -79.6536 3 2 6.70866
766 -77.5944 2 0 0
836 -79.2213 3 2 0.183689
3846 -79.2364 3 2 37.5675
4007 -79.0354 3 2 0.183932
4168 -78.6007 2 1 69.9369
66 -79.5241 1 2 0.338967
206 -79.0826 1 2 19.5636
346 -79.2209 1 2 2.85957
416 -77.9168 3 3 98.4571
486 -79.3869 3 1 0
556 -78.4277 4 1 61.8926
626 -75.0868 3 0 0
696 -79.6536 3 2 6.95285
766 -77.5944 2 0 0
836 -79.2213 3 2 0.169916
3846 -79.2364 3 2 35.8568
4007 -79.0354 3 2 0.334259
4168 -78.6007 2 1 67.8729
66 -79.5241 1 2 0.320919
206 -79.0826 1 2 18.4722
346 -79.2209 1 2 2.66713
416 -77.9168 3 3 90.3932
486 -79.3869 3 1 0
556 -78.4277 4 1 59.807
626 -75.0868 3 0 0
696 -79.6536 3 2 6.31652
766 -77.5944 2 0 0
836 -79.2213 3 2 0.158424
3846 -79.2364 3 2 34.6237
4007 -79.0354 3 2 0.319449
4168 -78.6007 2 1 63.4344
66 -79.5241 1 2 0.298363
206 -79.0826 1 2 18.9199
346 -79.2209 1 2 2.5167
416 -77.9168 2 3 90.7656
556 -78.3837 3 2 56.2745
626 -75.0868 3 0 0
696 -79.6536 3 2 6.96382
766 -77.5944 2 0 0
836 -79.2213 2 2 0.150371
3846 -79.2364 3 2 36.2907
4007 -79.0354 3 2 0.297582
4168 -78.6007 2 1 61.3985
66 -79.5241 1 2 0.280362
206 -79.0826 1 2 17.7178
346 -79.2209 1 2 2.36969
416 -77.9168 2 3 83.7785
556 -78.3837 3 2 55.8971
626 -75.0868 3 0 0
696 -79.6536 3 2 6.65664
766 -77.5944 2 0 0
836 -79.2213 2 2 0.143367
3846 -79.2364 3 2 34.8996
4007 -79.0354 3 2 0.283167
4168 -78.6007 2 1 75.0136
66 -79.5241 0 2 0.264117
206 -79.0826 1 2 17.3055
346 -79.2209 1 2 2.64033
416 -77.9168 2 3 91.0592
556 -78.3837 3 2 54.4165
626 -75.0868 1 0 0
696 -79.6536 3 2 7.1523
766 -77.5944 1 0 0
836 -79.2213 2 2 0.131755
3846 -79.2364 2 2 35.1578
4007 -79.0354 2 2 0.265902
4168 -78.6007 2 1 75.5348
66 -79.5241 1 2 0.25518
206 -79.0826 1 2 17.6925
346 -79.2209 1 2 2.57203
416 -77.9168 2 3 93.8644
