ID  RSSI  Neighbors  Sources  Throughput
76 -70.7045 3 0 0
146 -73.9841 5 1 0
216 -76.3758 5 0 0
286 0 5 -1 0
356 -70.7045 3 0 0
426 0 4 -1 0
496 0 6 -1 0
566 -84.8211 7 0 0
636 -70.9635 6 0 0
706 -77.6914 4 1 0
776 -76.0443 2 2 0
846 -80.7248 3 0 0
4766 0 3 -1 0
4836 0 4 -1 0
5088 -75.9541 2 0 0
76 -76.6449 3 3 0
146 -78.153 5 4 0
216 -78.2436 5 3 0
286 -70.7676 5 0 0
356 -77.0077 3 2 0
426 -76.875 4 1 0
496 -79.4339 6 2 0
566 -78.4164 7 1 0
636 -77.5542 6 1 0
706 -79.1256 4 3 0
776 -77.4905 2 3 0
846 -78.8473 3 4 0
4766 -69.7986 3 0 0
4836 -75.7385 4 1 0
5088 -76.1334 2 2 0
76 -76.6449 3 3 0.0235552
146 -78.153 5 4 0.392452
216 -78.2436 5 3 0.647924
286 -70.7676 5 0 0
356 -77.0077 3 2 0.0721266
426 -76.875 4 1 0
496 -79.4339 6 2 0.215037
566 -78.4164 7 1 0.105345
636 -77.5542 6 1 0
706 -79.1256 4 3 0
776 -77.4905 2 3 0
846 -78.8473 3 4 0.0288597
4766 -69.7986 3 0 0
4836 -75.7385 4 1 0
5088 -76.1334 2 2 0.0288597
76 -76.6449 3 3 0.0167682
146 -78.153 5 4 1.07978
216 -78.2436 5 3 0.464397
286 -70.7676 5 0 0
356 -77.0077 3 2 0.0585289
426 -76.875 4 1 0
496 -79.4339 6 2 0.177954
566 -78.4164 7 1 0.142665
636 -77.5542 6 1 0
706 -79.1256 4 3 0
776 -77.4905 2 3 0
846 -78.8473 3 4 0.0177759
4766 -69.7986 3 0 0
4836 -75.7385 4 1 0
5088 -76.1334 2 2 0.0177759
76 -76.5344 2 4 0.0133524
146 -78.153 4 4 1.27918
216 -78.37 3 4 0.349549
356 -77.0049 0 4 0.514737
496 -79.4339 5 2 0.170618
566 -78.4164 3 1 0.288191
846 -79.4873 1 6 0.0137797
5088 -77.1302 0 3 0.0137797
76 -76.5344 2 4 0.0111745
146 -78.153 4 4 0.988263
216 -78.37 3 4 0.288845
356 -77.0049 0 4 0.418697
496 -79.4339 5 2 0.135377
566 -78.4164 3 1 0.253448
846 -79.4873 1 6 0.01201
5088 -77.1302 0 3 0.01201
76 -76.5344 2 4 0.0190307
146 -78.153 4 4 0.942882
216 -78.37 3 4 0.372131
356 -77.0049 0 4 0.967833
496 -79.4339 5 2 0.21718
566 -78.4164 3 1 0.217535
846 -79.4873 1 6 0.00990031
5088 -77.1302 0 3 0.00990031
76 -76.5344 2 4 0.0165565
146 -78.153 4 4 0.844163
216 -78.37 3 4 0.325472
356 -77.0049 0 4 0.802388
496 -79.4339 5 2 0.184177
566 -78.4164 3 1 0.186908
846 -79.4873 1 6 0.00836062
5088 -77.1302 0 3 0.00836062
76 -76.5344 2 4 0.0148091
146 -78.153 3 4 1.51689
216 -78.37 3 4 0.317637
356 -77.0049 0 4 0.802174
496 -79.4339 4 2 0.197063
566 -78.4164 3 1 0.256598
846 -79.4873 1 6 0.0150263
5088 -77.1302 0 3 0.0150263
76 -76.5344 2 4 0.0135484
146 -78.153 4 4 1.61683
216 -78.37 3 4 0.683335
356 -77.0049 0 4 0.727774
496 -79.4339 5 2 0.312858
566 -78.4164 3 1 0.650225
846 -79.4873 1 6 0.0132793
5088 -77.1302 0 3 0.0132793
76 -76.5344 2 4 0.0125231
146 -78.153 4 4 1.83158
216 -78.37 3 4 1.02531
356 -77.0049 0 4 0.913853
496 -79.4339 5 2 0.312574
566 -78.4164 3 1 0.814564
846 -79.4873 1 6 0.0121056
5088 -77.1302 0 3 0.0121056
76 -76.5344 2 4 0.0116729
146 -78.153 4 4 1.63981
216 -78.37 3 4 1.02575
356 -77.0049 0 4 0.870537
496 -79.4339 5 2 0.282869
566 -78.4164 3 1 0.826987
846 -79.4873 1 6 0.0112918
5088 -77.1302 0 3 0.0112918
76 -76.5344 2 4 0.01037
146 -78.153 4 4 1.99351
216 -78.37 3 4 0.959635
356 -77.0049 0 4 1.01763
496 -79.4339 5 2 0.431746
566 -78.4164 3 1 0.769168
846 -79.4873 1 6 0.0103176
5088 -77.1302 0 3 0.0103176
76 -76.5344 2 4 0.00957155
146 -78.153 4 4 1.83259
216 -78.37 3 4 0.889733
356 -77.0049 0 4 0.937286
496 -79.4339 5 2 0.398374
566 -78.4164 3 1 0.693352
846 -79.4873 1 6 0.0095477
5088 -77.1302 0 3 0.0095477
76 -76.5344 2 4 0.0134515
146 -78.153 4 4 2.1305
216 -78.37 3 4 0.958413
356 -77.0049 0 4 0.977992
496 -79.4339 5 2 0.414069
566 -78.4164 3 1 0.660693
846 -79.4873 1 6 0.013277
5088 -77.1302 0 3 0.013277
76 -76.5344 2 4 0.012517
146 -78.153 4 4 2.00989
216 -78.37 3 4 0.901625
356 -77.0049 0 4 0.916977
496 -79.4339 5 2 0.458483
566 -78.4164 3 1 0.622211
846 -79.4873 1 6 0.0127656
5088 -77.1302 0 3 0.0127656
76 -76.5344 2 4 0.0120941
146 -78.153 4 4 2.05909
216 -78.37 3 4 1.02094
356 -77.0049 0 4 0.915749
496 -79.4339 5 2 0.530251
566 -78.4164 3 1 0.604036
846 -79.4873 1 6 0.0120852
5088 -77.1302 0 3 0.0120852
76 -76.5344 2 4 0.0112557
146 -78.153 4 4 1.93118
216 -78.37 3 4 0.966727
356 -77.0049 0 4 0.871776
496 -79.4339 5 2 0.515947
566 -78.4164 3 1 0.584917
846 -79.4873 1 6 0.0112288
5088 -77.1302 0 3 0.0112288
76 -76.5344 2 4 0.0107946
146 -78.153 3 4 1.94288
216 -78.37 3 4 0.940128
356 -77.0049 0 4 1.05127
496 -79.4339 3 2 0.502191
566 -78.4164 3 1 0.757936
846 -79.4873 1 6 0.0104788
5088 -77.1302 0 3 0.0104788
76 -76.5344 2 4 0.00995912
146 -78.153 4 4 1.85711
216 -78.37 3 4 0.953536
356 -77.0049 0 4 1.00353
496 -79.4339 5 2 0.472956
566 -78.4164 3 1 0.846432
