,PacketsSent,PacketsReceived,PacketsLost(%),Jitter,Latency,PowerConsumed(W),Th/Wl(%)
T1,14235.0,1115.0,92.16719353705655,1.1399241759646217,8.254980562273376,10.147964548922968,54.38187652811736
T2,21525.0,293.0,98.63879210220674,2.500583535784223,7.573355701085083,10.179235776312664,57.20474115020729
T3,34632.0,1311.0,96.21448371448372,4.9460735917096,10.76366264027696,10.270444620064874,41.629002788729686
T4,41352.0,329.0,99.20439156509963,3.503012587295381,9.80821392148411,10.2481201697322,28.864194773285682
T5,52146.0,394.0,99.24442910290338,1.6385919407951919,12.044345333880969,10.149216376467287,18.33479835448824
T6,47639.0,377.0,99.20863158336657,6.791615580237253,8.750624024434888,10.051888698036995,11.755053495992735
T7,82439.0,1162.0,98.59047295576123,1.8970193378001798,9.061496304417314,10.31237866521429,6.419642912765308
T8,53638.0,494.0,99.07901114881241,2.68624879270004,6.5655411598149,10.243467068533118,5.522949307237352
T9,94819.0,657.0,99.30710089749945,5.434562151977195,14.358084990392628,10.317154087062379,4.22218303681558
T10,63972.0,680.0,98.93703495279185,1.9258465715214765,4.548555868449157,10.35555064168108,3.972182552002484
