,PacketsSent,PacketsSentFLC,PacketsSentRO,PacketsReceived,PacketsReceivedFLC,PacketsReceivedRO,PacketsLost(%),PacketsLostFLC(%),PacketsLostRO(%),Jitter,JitterFLC,JitterRO,Latency,LatencyFLC,LatencyRO,PowerConsumed(W),PowerConsumedFLC(W),PowerConsumedRO(W)
T1,2521.0,2572.0,2538.0,2328.0,2069.0,2320.0,7.655692185640619,19.556765163297044,8.58944050433412,0.014630000098293093,0.01081556484196495,0.012398081283598998,0.026063447074535093,0.026736511161056666,0.028886639008506337,18.60651206487417,15.590494096504084,15.620078149152375
T2,3466.0,3491.0,3506.0,3233.0,2898.0,3196.0,6.7224466243508365,16.986536808937267,8.841985168282944,0.013827046992920845,0.010332135982713752,0.01290403297433062,0.03254303085324392,0.03560987725078355,0.038411011719948,18.622307360946085,15.596304220736041,15.641979911542922
T3,8380.0,8493.0,8142.0,7267.0,7211.0,6539.0,13.28162291169451,15.09478393971506,19.688037337263573,0.015658114181124103,0.014775835167567834,0.024688105204524857,0.05610852556959339,0.06626557502432799,0.0713042807373635,18.7265086259698,15.65201222484959,15.698904001926454
T4,12912.0,13237.0,13432.0,11630.0,10612.0,12188.0,9.928748451053284,19.830777366472766,9.261465157832044,0.01576736015213782,0.010664954237649429,0.023845994011768123,0.06830287373454419,0.07105378225972954,0.09996089114432644,18.807106287586386,15.725102303360208,15.743638761229992
T5,26236.0,26437.0,26774.0,23490.0,21310.0,24110.0,10.466534532703156,19.39327457729697,9.949951445432136,0.030344747793113084,0.010710673605220364,0.028375127154695746,0.12889905480902034,0.120206844297105,0.14400645203479,19.081321394983874,15.897055016836127,15.93249742295737
T6,45683.0,44077.0,42881.0,41709.0,34378.0,39037.0,8.699078431801764,22.00467363931302,8.964343182295188,0.021087567974339173,0.24306313707743551,1.7196213601978703,0.17452300620936761,0.2576038514711281,1.125931134912155,19.457623615145923,16.060525265255833,16.099921936504657
T7,131380.0,127216.0,127746.0,65671.0,70144.0,73067.0,50.01446186634191,44.86228147402842,42.80290576612966,15.03508336904637,11.768196149815127,6.618003070059638,25.52356042829546,16.7398648959851,13.022038275531983,20.510828471156547,16.87435445550459,16.920380061614505
T8,117744.0,113212.0,118011.0,79616.0,91290.0,92123.0,32.382117135480364,19.363671695579974,21.9369380820432,1.8745958055822365,2.5465497174956164,0.30003941897860653,6.650422824960962,4.688509956380933,0.790123676882633,20.583531448446585,17.034006726036463,17.015895886861966
T9,257539.0,254798.0,253622.0,81923.0,84969.0,73579.0,68.19006053452098,66.65240700476456,70.98871548998115,12.674943988959987,2.5913337574134907,5.611858703963724,27.09255085649419,15.047598251336987,20.35471639112523,20.678398800082928,16.944899555614672,16.96934760737188
T10,199493.0,186851.0,188911.0,85342.0,95498.0,89254.0,57.2205541046553,48.890827450749526,52.75341298283318,0.47189832715863356,6.215198804975557,0.46927151755117796,8.909794274246355,13.886392655257561,7.92684719777314,20.686795061737044,17.053272776349043,17.023245958689866
